open,close,high,low,涨跌幅,涨跌额,volume,amount,振幅,换手率,timestamps
12.07,12.09,12.25,12.06,0.17,0.02,111253,135085477.0,1.57,0.83,2025-10-20 09:45:00
12.1,12.16,12.17,12.07,0.58,0.07,44803,54261420.0,0.83,0.34,2025-10-20 10:00:00
12.15,12.09,12.16,12.09,-0.58,-0.07,26448,32057065.0,0.58,0.2,2025-10-20 10:15:00
12.09,12.1,12.11,12.07,0.08,0.01,18496,22361027.0,0.33,0.14,2025-10-20 10:30:00
12.09,12.14,12.18,12.08,0.33,0.04,22985,27879984.0,0.83,0.17,2025-10-20 10:45:00
12.16,12.13,12.27,12.12,-0.08,-0.01,41211,50250330.0,1.24,0.31,2025-10-20 11:00:00
12.13,12.12,12.13,12.1,-0.08,-0.01,10232,12392511.0,0.25,0.08,2025-10-20 11:15:00
12.12,12.08,12.12,12.08,-0.33,-0.04,20700,25035822.0,0.33,0.15,2025-10-20 13:15:00
12.08,12.0,12.08,11.99,-0.66,-0.08,46302,55719616.0,0.75,0.35,2025-10-20 13:30:00
12.0,12.01,12.05,11.97,0.08,0.01,23871,28651709.0,0.67,0.18,2025-10-20 13:45:00
12.01,12.06,12.06,12.0,0.42,0.05,14420,17355540.0,0.5,0.11,2025-10-20 14:00:00
12.06,12.01,12.08,11.99,-0.41,-0.05,16641,20025412.0,0.75,0.12,2025-10-20 14:15:00
12.02,12.03,12.04,11.98,0.17,0.02,16776,20133915.0,0.5,0.13,2025-10-20 14:30:00
12.02,12.08,12.08,12.01,0.42,0.05,19446,23410224.0,0.58,0.15,2025-10-20 14:45:00
12.08,12.1,12.11,12.06,0.17,0.02,43132,52129913.0,0.41,0.32,2025-10-20 15:00:00
12.08,12.22,12.26,12.05,0.99,0.12,114999,140292072.0,1.74,0.86,2025-10-21 09:45:00
12.22,12.26,12.3,12.13,0.33,0.04,92308,112789403.0,1.39,0.69,2025-10-21 10:00:00
12.26,12.24,12.29,12.21,-0.16,-0.02,47890,58703450.0,0.65,0.36,2025-10-21 10:15:00
12.24,12.25,12.29,12.23,0.08,0.01,42903,52660303.0,0.49,0.32,2025-10-21 10:30:00
12.26,12.27,12.28,12.25,0.16,0.02,17340,21264098.0,0.24,0.13,2025-10-21 10:45:00
12.26,12.25,12.29,12.24,-0.16,-0.02,23667,29024210.0,0.41,0.18,2025-10-21 11:00:00
12.26,12.29,12.3,12.26,0.33,0.04,21941,26945709.0,0.33,0.16,2025-10-21 11:15:00
12.3,12.26,12.33,12.26,-0.24,-0.03,27238,33484626.0,0.57,0.2,2025-10-21 13:15:00
12.26,12.3,12.3,12.26,0.33,0.04,18823,23096609.0,0.33,0.14,2025-10-21 13:30:00
12.29,12.28,12.3,12.27,-0.16,-0.02,18115,22259196.0,0.24,0.14,2025-10-21 13:45:00
12.28,12.28,12.29,12.25,0.0,0.0,17234,21143215.0,0.33,0.13,2025-10-21 14:00:00
12.28,12.29,12.3,12.27,0.08,0.01,17620,21647683.0,0.24,0.13,2025-10-21 14:15:00
12.3,12.29,12.3,12.28,0.0,0.0,22543,27704997.0,0.16,0.17,2025-10-21 14:30:00
12.29,12.29,12.3,12.28,0.0,0.0,27298,33546437.0,0.16,0.2,2025-10-21 14:45:00
12.29,12.3,12.31,12.28,0.08,0.01,50821,62488773.0,0.24,0.38,2025-10-21 15:00:00
12.22,12.47,12.52,12.22,1.38,0.17,172809,214354520.0,2.44,1.29,2025-10-22 09:45:00
12.45,12.55,12.57,12.42,0.64,0.08,85883,107240859.0,1.2,0.64,2025-10-22 10:00:00
12.54,12.44,12.58,12.43,-0.88,-0.11,90917,113819973.0,1.2,0.68,2025-10-22 10:15:00
12.44,12.44,12.45,12.41,0.0,0.0,34146,42432278.0,0.32,0.26,2025-10-22 10:30:00
12.44,12.44,12.51,12.43,0.0,0.0,27568,34387572.0,0.64,0.21,2025-10-22 10:45:00
12.44,12.4,12.44,12.4,-0.32,-0.04,19953,24779861.0,0.32,0.15,2025-10-22 11:00:00
12.4,12.39,12.4,12.37,-0.08,-0.01,21768,26957330.0,0.24,0.16,2025-10-22 11:15:00
